"OBJECTID","Season_longshort","DEM_IA","TPI_IA","Slope_IA","d2water_IA","d2edge_IA","d2Landfills_IA","d2Feedlots_IA","d2streets","d2nestsV2_IA","northness","month_factor","risk_class","risk_name","validation_set"
2725509,"Dispersal/migration",229.74,0.01,0.05,0,237.4,11203.84,3835.18,226.68,753.29,0.985584766909561,"Jun",0,"Low","Train"
1403793,"Fledgling period",280.34,-0.22,0.55,6.91,7.3,13331.3,1966.93,394.48,583.21,-0.958698082843669,"Aug",2,"High","Test"
556960,"Dispersal/migration",330.52,4.43,5.91,1250.93,0,15543.21,3456.01,509.18,2139.79,-0.99999873172754,"Aug",0,"Low","Train"
1120710,"Local movements",186.57,0.009989499,0.29,291.36,22.13,17156.93,5284.26,504.37,1936.59,-0.278650800359055,"Mar",2,"High","Train"
1135477,"Local movements",208.59,1.02,4.4,54.43,4.85,5455.17,3655.67,516.63,10526.36,0.238476053433723,"Jan",2,"High","Train"
1514768,"Dispersal/migration",228.23,0.12,0.46,25.16,876.81,17963.27,5795.95,1148.37,6436.98,0.169967142900241,"Sep",2,"High","Train"
616668,"Local movements",242.62,-0.39,6.16,3655.17,789.56,3217.04,9319.14,231.69,5537.81,-0.763815202077774,"Oct",1,"Moderate","Train"
2395524,"Local movements",304.23,0.07,0.17,2.52,35.67,11753.92,4198.82,991.35,1673.53,0.993956097956697,"Apr",2,"High","Test"
1999373,"Local movements",255.53,-0.27,0.49,664.06,497.24,10474.96,5618.21,67.04,5087.8,-0.304300171059833,"Mar",0,"Low","Train"
1550650,"Dispersal/migration",233.73,0.05,0.16,29.6,-70.03,11658.83,3476.49,909.44,837.1,-0.7573228,"Aug",2,"High","Train"
1230097,"Dispersal/migration",299.73,0.41,0.99,2373.68,872.47,10626.78,1082.52,317.05,10669.51,0.497571047891727,"Aug",0,"Low","Train"
481993,"Dispersal/migration",366.89,0.08,0.41,8742.82,1579.42,16812.72,1262.53,510.03,10565.06,0.703845315652236,"Mar",2,"High","Test"
1597153,"Local movements",250.39,-0.04,0.56,217.11,30.52,13684.42,8150.14,1065.09,1029.57,-0.867026721445802,"Oct",2,"High","Test"
1959143,"Local movements",227.7,-0.23,0.24,0.9,89.54,20653.32,1623.84,174.63,447.42,0.946042343528387,"Mar",2,"High","Train"
1531450,"Dispersal/migration",241.62,-1.87,4.83,425.38,-11.68,11550.8,8041.43,57.93,2602.67,-0.588501117255346,"Sep",2,"High","Train"
2314129,"Local movements",271.62,-2.97,21.5,659.58,-81.28,24731.02,6276.27,158.37,3794.81,0.176678681496857,"Apr",2,"High","Train"
670497,"Local movements",252.73,-1.71,5.48,4805.81,-91.22,7750.1,3282.76,200.13,5773.17,0.494805518914805,"Nov",0,"Low","Train"
1523128,"Dispersal/migration",238.39,-0.79,9.96,57.69,6.75,20099.19,1908.93,789.11,1024.27,-0.909628527357945,"Sep",2,"High","Test"
1248849,"Fledgling period",283.03,0.28,0.63,4604.84,357.74,16293.62,492.97,40.19,136.55,-0.830053535235222,"Jul",2,"High","Train"
2102652,"Local movements",307.85,-0.07,0.38,269.52,-60.55,11462.85,1778.15,670.6,4565.47,-0.999766887712928,"Mar",2,"High","Train"
636976,"Local movements",248.54,-0.01,1.17,1005.66,369.85,714.99,1395.74,41.29,12500.82,0.529160608205695,"May",0,"Low","Test"
2541070,"Local movements",225.58,-0.45,3.13,541.24,-7.38,10986.29,1740.84,385.88,1157.88,0.506220257232778,"May",0,"Low","Train"
204363,"Local movements",178.17,0.18,0.45,21.61,-3.48,19058.32,6576.52,752.58,1048.88,-0.443234415665709,"Oct",2,"High","Train"
2078702,"Local movements",248.53,0.72,3.55,378.08,-3.23,2372.18,6643.7,10.74,195.03,-0.73277355485212,"Mar",1,"Moderate","Train"
1574830,"Fledgling period",229.07,-2.64,4.03,32.02,8.65,20565.71,1881.98,381.1,579.32,0.179812977673,"Jul",0,"Low","Train"
2135010,"Local movements",320.6,-0.02,0.29,2661.35,1958.62,20855.18,1764.02,56.8,11657.99,0.405577939976361,"Mar",1,"Moderate","Train"
309292,"Local movements",238.19,-0.18,0.56,5033.62,149.2,5422.91,3967.85,34.12,16689.91,-0.83733440097388,"Mar",0,"Low","Test"
410517,"Local movements",180.37,0.02,1.04,102.77,36.91,24101.2,5017.61,367.01,706.84,-0.989992496600445,"Mar",0,"Low","Test"
822704,"Local movements",244.06,0.5,2.15,1721.46,54.36,19035.42,380.31,70.61,4085.34,-0.388684753364752,"Oct",0,"Low","Test"
1834627,"Local movements",194.24,0.003124953,0.03,58.62,76.35,32473.25,6983.88,813.56,2777.67,-0.63837785564066,"Feb",2,"High","Train"
142069,"Fledgling period",229.52,0.3,6.62,108.28,-98.9,9854.38,14988.26,242.08,612.62,-0.168397447949077,"Jul",2,"High","Train"
1923799,"Local movements",244.62,-2.37,5.84,349.11,-54.09,12125.16,7366.74,349.06,994.32,-0.0123886634628906,"Mar",2,"High","Test"
19165,"Dispersal/migration",151.5,0.01,0.14,418.43,237.44,3818.06,16020.48,1396.93,3236.62,-0.313810559358882,"Mar",2,"High","Train"
165597,"Local movements",224.58,0.02,1.23,4058.84,3820.25,12052.87,814.72,191.39,15620.04,0.503470671402114,"Oct",0,"Low","Test"
975513,"Local movements",223.78,-0.19,1.63,698.3,446.33,16843.49,1800.05,250.74,1276.24,-0.275590246824513,"Oct",2,"High","Train"
323448,"Fledgling period",171.77,0.01,0.45,83.34,-49.67,9717.75,10246.64,432.05,268.51,0.619111682179599,"Jul",2,"High","Train"
2127284,"Local movements",259.63,-0.17,3.95,1342.59,-191.98,2829.28,5236.56,234.47,1648.55,0.644826547240001,"Mar",2,"High","Train"
1379313,"Local movements",163.3,0.03,0.1,1759.67,1240.2,19310.09,441.14,21.89,1797.18,-0.883081283265026,"Aug",2,"High","Test"
1723744,"Local movements",341.18,2.13,10.11,1448.09,-69.16,16060.25,10627.86,73.91,380.7,0.423776817679428,"Nov",2,"High","Test"
2064292,"Dispersal/migration",324.99,-2.32,6.26,3727.07,99.98,12321.03,2769.91,248.15,4618.58,0.25785003253267,"Mar",0,"Low","Test"
1586746,"Local movements",303.16,0.55,2.68,1228.97,495.34,15132.59,10274.5,68.69,8032.05,-0.622856747787041,"Oct",2,"High","Test"
1935585,"Local movements",316.04,1.25,3,1968.53,-20.53,21274.48,2796.31,560.38,2679.32,-0.18807683889288,"Mar",0,"Low","Train"
507388,"Local movements",214.33,-0.26,1.44,445.93,-38.71,12148.24,11950.62,131.9,4059.2,0.899057037810768,"Mar",2,"High","Test"
2768132,"Fledgling period",211.68,0.03,0.09,502.88,115.21,8102.19,14755.17,491.58,2529.93,0.3247963,"Jul",2,"High","Train"
1490458,"Local movements",359.48,0.36,0.6,211.64,63.94,20153.98,3976.57,67.59,3267.02,-0.391617625614436,"Nov",1,"Moderate","Train"
333873,"Local movements",196.99,-0.95,2.24,3295.79,80.82,3208.63,8889.32,146.87,10052.89,-0.8318257,"May",0,"Low","Train"
939545,"Fledgling period",210.6,0.002148763,0.01,2.52,750.45,7952.89,11684.24,1079.08,2584.17,0.219006687093041,"Aug",0,"Low","Test"
1133466,"Local movements",274.94,1.19,4.81,9979.51,831.8,17194.56,2479.21,593,2324.51,-0.982303776338232,"Mar",0,"Low","Test"
881936,"Fledgling period",238.92,0.87,3.63,253.16,-6.28,9866.05,14756.32,16.74,809.61,-0.566612570843644,"Sep",2,"High","Test"
2454346,"Local movements",242.83,0.37,12.18,47.24,-8.16,14460.76,4429.4,1390.98,1662.82,-0.982303776338232,"Apr",2,"High","Train"
1931961,"Local movements",227.28,0.93,1.46,3355.4,91.53,12920.9,864.39,428.04,7605.29,-0.651229660527545,"Mar",1,"Moderate","Test"
2363889,"Local movements",283.27,0.18,10.21,3366.4,-6.08,30739.99,1811.92,605.11,5366.98,0.903390327594559,"Apr",1,"Moderate","Train"
1955328,"Local movements",284.89,-0.05,0.37,362.99,-25.11,20727.2,2211.02,66.28,2205.56,-0.673699635594561,"Mar",2,"High","Train"
2195422,"Local movements",386.3,0.14,1.56,456.1,43.95,7225.98,2145.9,29.84,4082.52,0.2547711,"Apr",0,"Low","Train"
363887,"Local movements",173.6,-0.83,7.09,1768.3,-66.09,7793.62,6424.51,529.3,6265.06,-0.826233847641272,"Aug",2,"High","Test"
1035980,"Dispersal/migration",322.17,-4.95,13.44,533.72,-8.83,16703.46,5400.41,29.57,1278.48,-0.66117883777488,"Apr",2,"High","Test"
2013296,"Local movements",277.73,-0.26,0.55,7.23,6.42,12744.59,4456.61,183.29,1180.33,-0.890845866780576,"Mar",2,"High","Train"
1256297,"Fledgling period",283.07,0.2,0.65,269.01,173.09,19495.59,1470.87,24.53,886.64,-0.739541528759258,"Aug",2,"High","Test"
2037581,"Dispersal/migration",334.77,-0.36,1.35,225.65,87.63,18622.89,5314.85,90.38,11169.21,0.450755055891099,"Mar",1,"Moderate","Test"
2202289,"Local movements",189.42,-0.02,0.08,756.32,102.53,17208.16,5183.39,281.92,2241.08,-0.288240632752882,"Apr",2,"High","Train"
2374036,"Local movements",378.17,-0.45,5.31,1797.5,628.51,2731.69,7935.82,156.11,10658.58,0.462485366875301,"Apr",2,"High","Test"
444524,"Local movements",291.9,-2.14,5.96,1253.11,0.48,47637.36,5139.28,31.52,2332.46,-0.998294775794753,"Apr",2,"High","Test"
312886,"Local movements",174.47,-0.1,0.13,0,79.12,7540.84,6195.84,276.32,606.24,-0.4342483461183,"Sep",2,"High","Train"
1845326,"Local movements",218.27,-0.99,2.24,2843.48,-113.56,29957.59,1509.09,340.49,5848.89,-0.599109926407685,"Feb",2,"High","Test"
2714286,"Local movements",228.14,0.03,0.18,1028.85,930.87,15177.46,3602.56,1555.13,4402.99,-0.481520696041674,"Jun",2,"High","Train"
2591406,"Local movements",232.32,-1.92,7.33,293.37,16.2,13139.39,1583.36,184.2,3290.82,-0.998828593177219,"May",2,"High","Test"
2488447,"Local movements",311.64,0.07,1.34,780.26,24.59,10272,2486.1,316.31,2256.47,0.399339529406273,"May",2,"High","Train"
1519780,"Dispersal/migration",231.57,-0.73,5.49,29.71,10.27,17590.4,2950.45,276.24,3523.21,-0.81295203709989,"Sep",2,"High","Train"
470490,"Dispersal/migration",236.29,0.19,1.95,8890.6,1583.4,10615.37,1059.3,215.05,7849,-0.759399059137508,"Aug",2,"High","Train"
2326937,"Local movements",258.56,-0.1,1.25,4079.97,1683.94,18280.21,3326.22,217.24,4424.15,-0.307332869978419,"Apr",0,"Low","Train"
1889366,"Local movements",227.03,0.23,2.79,5659.41,857.48,22149.87,2138.92,250.42,6543.26,0.267498828624587,"Feb",2,"High","Test"
1193321,"Local movements",265.64,0.69,2.42,776.32,169.6,12006.05,7303.34,420.45,2398.03,-0.541641791835699,"Apr",0,"Low","Test"
2638295,"Local movements",310.78,0.82,2.13,862.25,110.56,26289.31,2416.96,478.07,3340.35,-0.230302940682059,"May",2,"High","Train"
1509879,"Dispersal/migration",263.53,0.44,3.52,1299.36,73.19,7536.57,10972.29,382.35,3277.34,-0.946557231763177,"Sep",0,"Low","Test"
955431,"Local movements",259.27,1.05,1.33,870.73,162.91,4586.95,1585.22,79.34,7385.18,-0.0491838219141706,"Nov",1,"Moderate","Train"
2515046,"Local movements",224.58,1.06,1.76,127.86,12.78,5095.47,7291.34,291.34,6326.37,-0.66117883777488,"May",2,"High","Train"
1710388,"Fledgling period",241.98,-1.43,4.75,352.62,5.91,13815.84,6934.65,181.63,999.37,-0.481520696041674,"Jul",2,"High","Test"
2541177,"Local movements",215.35,-0.4,2.74,3100.16,1261.78,12948.25,2439.85,170.93,7863.38,0.674875760071267,"May",0,"Low","Test"
2187656,"Local movements",239.13,2.75,8.07,341.44,-239.51,7877.22,12234.78,329.15,5588.44,-0.089085416936459,"Apr",0,"Low","Test"
121459,"Dispersal/migration",240.45,-0.02,0.05,590.71,47.23,14076.47,7238.83,299.69,1593.17,-0.643608418713541,"Aug",2,"High","Train"
2354800,"Local movements",326.22,-0.3,3.26,8395.02,380.75,35949.48,2142.33,146.07,4982.16,0.657586742911669,"Apr",0,"Low","Train"
2485572,"Local movements",274.33,-0.9,2.02,767.42,419.72,6795.78,3258.47,69.17,9535.8,0.387216836504937,"May",0,"Low","Train"
2105532,"Local movements",301.96,0.29,3.5,102.61,-31.94,27002.14,1224.47,129.17,2898.2,-0.246632309968834,"Mar",2,"High","Test"
438950,"Dispersal/migration",341.33,-0.01,0.57,1827.62,823.14,3206.08,4014.66,161.43,4479.12,0.35938709043259,"Nov",2,"High","Train"
534361,"Local movements",212.37,-0.19,0.46,9.52,6.37,5474.14,13030.66,39.23,2131.49,-0.332736245680845,"Apr",2,"High","Train"
1734059,"Dispersal/migration",235.31,-1.28,5.08,320.34,-57.21,19271.7,4500.64,1045.68,6776.19,-0.555699146250613,"Jul",2,"High","Train"
1252735,"Local movements",358.39,0.03,0.71,2363.99,409.07,12571.88,534.65,80.02,9108.78,-0.961494358060299,"Aug",0,"Low","Test"
1631635,"Dispersal/migration",330.07,0.04,4.55,766.79,2.86,20215.43,1186.77,193.09,1570.63,-0.651229660527545,"Aug",2,"High","Train"
593765,"Dispersal/migration",260.8,0.03,2.1,1589.86,64.71,10881.43,8269.03,40.24,2152.04,-0.988531820827396,"Sep",2,"High","Test"
1518948,"Dispersal/migration",227.84,0.006586301,0.11,0,415.16,17659.52,3417.89,1010.24,3454.65,0.999950000416665,"Sep",2,"High","Test"
212296,"Local movements",178.16,0.12,0.45,14.11,32.43,18993.02,6489.19,565.53,1180.61,-0.989007826982433,"Sep",0,"Low","Train"
1760648,"Local movements",265.48,-0.16,0.93,1862.89,260.39,19804.85,2967.3,47.59,3406.38,0.0376021528879766,"Jul",0,"Low","Test"
2062991,"Dispersal/migration",220.47,0.26,0.86,408.37,67.73,5949.19,6077.05,50.57,5119.46,-0.416146836547142,"Mar",0,"Low","Train"
2133824,"Local movements",302.01,0.1,0.83,53.27,16.38,7394.24,2981.35,198.9,1928.3,-0.38239691771268,"Mar",0,"Low","Train"
1954218,"Local movements",308.05,-0.03,0.09,562.6,258.88,11751.61,1914.84,581.14,4897.42,-0.695563326462902,"Mar",1,"Moderate","Train"
1200237,"Local movements",262.57,3.94,5.69,2476.37,0.37,15970.17,1849.08,1100.52,5138.96,-0.730602326933837,"May",2,"High","Test"
156705,"Local movements",158.86,-0.05,0.41,12.08,7.79,7460.9,3986.76,604.49,4031.46,-0.704975769195658,"Sep",2,"High","Test"
1748757,"Local movements",240.77,0.12,0.23,63.18,-12.67,13588.16,6690.3,191.16,3168.15,-0.737393715541245,"Sep",2,"High","Test"
1674937,"Local movements",236.16,-0.65,2.76,157.2,9.67,9842.74,9171.29,49.95,469.65,0.176678681496857,"Aug",2,"High","Train"
860187,"Local movements",216.75,0.64,5.77,2359.34,4.28,8091.88,4876.86,119.58,8254.33,-0.342149651150898,"Apr",2,"High","Train"
2728836,"Local movements",347.59,0.24,2.16,118.09,33.68,8495.91,1371.66,214.05,6392.26,0.39015168430823,"Jun",2,"High","Test"
1983881,"Local movements",232.4,-0.21,2.04,389.21,312.79,9244.79,6785.38,25.81,3066.98,-0.46389686925898,"Mar",0,"Low","Train"
1533780,"Dispersal/migration",248.46,3.9,13.55,59.2,0.21,20420.72,4741.03,1535.78,2991.94,-0.975548647581083,"Sep",2,"High","Train"
2108286,"Local movements",212.25,-1.6,2.24,30.25,-10.44,5645.78,12932.1,575.57,1359.36,-0.842759353958694,"Mar",2,"High","Train"
2174280,"Local movements",340.23,-0.53,3.54,5109.46,985.48,19950.18,453.43,284.07,8317.56,-0.964194484642366,"Apr",2,"High","Test"
1978297,"Local movements",219.41,0.12,0.58,33.32,1.32,1437.32,8404.38,331.9,134.45,-0.628173622722739,"Mar",2,"High","Train"
2450734,"Local movements",241.74,3.27,10.34,59.1,-14.77,16380.94,4198.02,238.55,2260.9,0.717910669610943,"Apr",1,"Moderate","Train"
2124111,"Local movements",248.06,4.76,9.39,72.14,-23.09,12041.76,8129.95,54.29,598.35,-0.936456687290796,"Mar",2,"High","Train"
588093,"Fledgling period",219.39,-2.1,7.16,39.81,-93.73,10017.63,15027.41,313.23,688,-0.999262528532721,"Aug",2,"High","Train"
2301395,"Local movements",260.7,-5.95,11.18,642.75,-57.27,28519.82,3094.12,276.28,7321.36,-0.929254205344123,"Apr",2,"High","Train"
1894341,"Local movements",229.88,-0.15,2.87,3015.51,11.3,28995.72,1914.11,1067.3,5950.82,-0.826233847641272,"Feb",2,"High","Test"
944395,"Fledgling period",211.15,0.1,0.29,104.48,68.76,8170.21,13940.51,743.91,1230.8,-0.942222340668658,"Aug",2,"High","Test"
1547441,"Dispersal/migration",236.59,-0.23,0.18,3.69,338.24,1455.02,2164.06,211.08,2723.47,-0.90830066635937,"Aug",0,"Low","Test"
1587227,"Local movements",276.46,0.89,5.78,292.72,-76.85,11528.31,11594.87,119.69,5289.08,-0.966798192579461,"Oct",2,"High","Train"
1040183,"Local movements",261.95,0.19,4.19,4616.41,2332.87,15810.47,1655.63,128.76,2840.66,-0.688344020399238,"Mar",2,"High","Train"
2230571,"Local movements",327.27,-0.29,0.7,13.77,-12.14,9947.11,1255.08,190.08,4061.23,-0.550020663906425,"Apr",2,"High","Train"
1274147,"Local movements",245.46,-0.11,5.14,1243.66,229.33,27750.29,1967.75,279.24,4837.07,-0.0623485146069917,"Nov",2,"High","Train"
2659220,"Local movements",353.12,0.0006876887,1.05,3772.88,392.99,20343.69,938.24,330.81,7353.48,0.0107961170582674,"May",0,"Low","Train"
2757500,"Fledgling period",210.82,0.03,0.09,401.45,-10.28,8143.53,13374.51,152.45,833.26,-0.999932805943894,"Aug",2,"High","Train"
2008787,"Local movements",222.36,-0.08,0.31,14.1,7.15,10097.37,9412.46,1008.08,604.57,-0.770231254047307,"Mar",2,"High","Train"
1816718,"Local movements",204.64,-0.04,0.36,301.19,-115.28,35092.55,3592.64,1050.6,4338.5,-0.979748923560684,"Feb",2,"High","Test"
152946,"Local movements",158.94,-0.02,0.05,8.62,12.2,12440.85,3587.79,1334.3,6623.35,-0.72593230420014,"Sep",2,"High","Test"
523574,"Local movements",237.6,0.42,3.17,750.13,516.57,4476.37,6628.7,94.97,5910.66,-0.102210174933442,"Apr",0,"Low","Train"
2505263,"Local movements",210.6,0.004247528,0.01,0,347.11,8361.55,11278.52,676.97,2750.1,0.0507744849335792,"May",0,"Low","Train"
2289038,"Local movements",213.26,-1.23,6.36,4.62,5.61,10973.04,12722.54,304.59,2928.16,-0.968517164228447,"Apr",0,"Low","Train"
2189790,"Local movements",234.13,1.55,6.11,151.48,-88.8,16028.71,3399.23,349.66,2787.32,0.710913538012277,"Apr",2,"High","Train"
2505726,"Local movements",247.24,-0.39,1.92,966.42,174.96,8993.06,6080.73,405.91,3756.47,-0.0791208888067339,"May",0,"Low","Test"
1255234,"Fledgling period",295.14,0.47,4.69,423.8,124.83,12855.26,1163.34,568.27,5949.64,-0.71203271639831,"Aug",0,"Low","Train"
1842262,"Local movements",225.12,-0.83,2.44,263.7,1.58,19118.22,7875.7,468.06,4085.43,-0.896758416334147,"Feb",2,"High","Train"
364228,"Local movements",159.23,-0.09,0.19,149.04,29.26,8937.49,5755.94,165.58,3710.58,-0.307332869978419,"Aug",0,"Low","Test"
2280641,"Local movements",314.97,0.29,1.87,589.77,101.55,13356.19,2678.89,41.91,2750.26,-0.345140969808323,"Apr",1,"Moderate","Train"
2291275,"Local movements",238.34,0.02,10.28,65.77,-38.09,8241.87,10192.81,202.15,3077.66,0.450755055891099,"Apr",2,"High","Train"
801051,"Fledgling period",251.57,-1.6,7.52,2113.4,-76.33,5495.14,10192.23,270.04,2369.4,-0.776570283533293,"Aug",0,"Low","Train"
782607,"Local movements",218.83,-0.72,2.27,1940.38,86.02,12101.55,1659.47,8.79,14940.5,-0.181379443592811,"Jul",2,"High","Test"
2166891,"Local movements",306.45,-0.07,0.29,828.51,125.66,11875.32,616.39,632.79,3044.5,-0.35152884194096,"Apr",2,"High","Test"
1113929,"Local movements",232.78,-2.32,4.14,6943.51,-76.86,16926.3,3677.75,204.9,8329.02,-0.81295203709989,"Apr",0,"Low","Train"
548911,"Local movements",212.63,-0.06,0.6,4301.74,827.41,1644.96,11789.68,231.49,11761.92,0.468516671300377,"Dec",2,"High","Test"
1519267,"Dispersal/migration",227.74,-0.002978195,0.04,53.81,142.63,21702.13,1811.73,378.91,689.94,0.0507744849335792,"Sep",2,"High","Train"
1833918,"Local movements",291.95,-0.13,1.87,2512.67,68.59,5633.52,2098.73,58.67,7423.91,-0.892288448107068,"Jan",2,"High","Train"
665187,"Local movements",247.15,-0.95,1.68,2566.85,832.82,9197.57,250.97,258.82,8692.63,-0.332736245680845,"Nov",2,"High","Train"
1489696,"Local movements",303.65,0.15,0.28,238.39,195.61,21007.91,2747.11,703.87,6623.22,-0.928072710209333,"Nov",2,"High","Train"
2190624,"Local movements",268.43,2.03,5.44,189.52,217.21,17312.1,6327.63,566.34,5207.12,0.0874989834394464,"Apr",0,"Low","Train"
1487634,"Local movements",287.43,0.03,1.72,118.36,-10,16376.86,2393.36,360.3,1238.39,0.758361875990508,"Nov",2,"High","Train"
2555227,"Local movements",180.63,-0.4,0.81,292,156.71,23068.4,3715.25,250.13,3480.65,-0.524722399807346,"May",2,"High","Test"
345489,"Local movements",161.65,0.009966614,0.03,0,246.5,18940.18,5232.66,537.59,1914.13,-0.990436984097473,"Sep",0,"Low","Train"
174229,"Fledgling period",218.78,1.76,13.35,858.98,2.12,20759.46,6955.83,90.26,1877.65,0.503470671402114,"Sep",0,"Low","Train"
2442705,"Local movements",248.13,1.39,9.09,191.26,-58.51,14162.12,4708,1101.67,1200.12,0.209238665891419,"Apr",0,"Low","Train"
2112927,"Local movements",342.77,1.68,8.03,1054.94,7.52,8221.37,2118.61,598.34,2931.17,-0.555699146250613,"Mar",2,"High","Train"
1225043,"Dispersal/migration",376.12,-0.25,2.32,4627.21,-49.07,11799.27,3991.75,328.54,6726.76,0.47132836417374,"Aug",0,"Low","Test"
42233,"Local movements",233.4,-0.18,1.2,5146.22,2772.47,4972.21,171.21,258.34,14241.46,-0.896758416334147,"Feb",2,"High","Train"
1155837,"Local movements",212.52,-0.03,0.25,10,11.64,5235.97,12673.87,523.51,1403.35,-0.996673165716047,"Jan",1,"Moderate","Test"
2154696,"Local movements",237.62,0.65,3.37,683.54,25.51,9320.39,10876.23,89.55,3037.62,-0.744111365391593,"Mar",0,"Low","Train"
2309167,"Local movements",333.55,0.49,1.95,402.33,-5.86,9069.1,4541.24,305.18,8826.03,-0.862000837090063,"Apr",0,"Low","Train"
1049761,"Fledgling period",277.4,0.4,2.38,17.9,97.58,18557.02,10284.78,37.71,3498.38,-0.951846509540242,"Jun",2,"High","Train"
1241407,"Fledgling period",247.97,-0.33,2.79,331.66,289.04,22558.93,1855.03,386.36,5771.65,-0.820559357339561,"Aug",0,"Low","Train"
1234151,"Fledgling period",280.13,0.24,0.74,2978.09,913.75,16483.22,1921.32,200.37,3862.37,0.06075888,"Aug",2,"High","Train"
1899307,"Local movements",209.28,-1.5,4.94,1518.19,-11.02,7446.34,3725.66,452.01,1593.52,0.166827325850222,"Mar",2,"High","Train"
648329,"Local movements",208.31,1.07,6.37,409.54,0.63,18599.34,1354.58,559.14,9766.98,-0.102210174933442,"Sep",2,"High","Train"
383244,"Local movements",211.04,0.3,0.82,5693.64,260.61,2576.65,12070.39,94.9,10592.44,-0.72593230420014,"Aug",0,"Low","Test"
905099,"Fledgling period",211.83,0.08,0.82,48.36,17.43,9576.82,15178.59,571.44,83.37,0.862807070514761,"Aug",2,"High","Train"
1647185,"Fledgling period",236.18,1.05,6.97,129.48,2.21,13772.69,6761.05,515.85,508.68,-0.999964658471342,"Jul",2,"High","Train"
2042063,"Local movements",250.81,-0.05,0.22,445.34,574.86,6274.6,5340.9,209.19,6331.03,-0.943284599048476,"Mar",2,"High","Train"
1425904,"Local movements",219.74,0.76,10.28,61.59,-15.84,8679.05,14235.85,180.99,1728,0.0807084484548006,"Nov",2,"High","Train"
987148,"Local movements",263.86,0.03,0.28,31.11,-50.94,7436.7,4591.14,712.1,3541.66,-0.128844494295525,"Sep",0,"Low","Train"
623788,"Local movements",265.9,2.56,8.22,9255.74,19.5,7813.87,2381.6,92.47,4474.72,-0.455014930143305,"Dec",0,"Low","Test"
2616156,"Local movements",309.69,-0.13,1.43,509.63,195.95,22834.15,2083.31,299.62,10505.09,0.057579156123846,"May",2,"High","Train"
1317062,"Local movements",235.04,0.04,0.64,20.44,11.79,7690.41,5524.61,797.51,3180.19,-0.886258343877352,"Aug",2,"High","Test"
736772,"Local movements",345.96,0.02,0.69,5502.05,99.68,6790.79,817.73,159.21,8900.69,-0.904072142017061,"Mar",2,"High","Train"
915072,"Fledgling period",213.22,-0.8,4.56,12.75,-8.44,8977.77,15462.56,235.89,511.95,0.703845315652236,"Jul",2,"High","Train"
2431162,"Local movements",231.36,-0.13,0.37,94.94,22.34,10453.33,5798.77,116.37,1891.28,-0.469923113727602,"Apr",2,"High","Test"
2531205,"Local movements",233.88,-0.9,1.85,4147.81,2.17,16007.7,1823.88,183.05,5198.87,-0.790967711914417,"May",2,"High","Train"
624029,"Local movements",256.27,-1.37,5.33,9506.67,18.98,4828.9,3431.31,296.96,6606.62,-0.896758416334147,"Dec",2,"High","Train"
381573,"Local movements",184.15,-0.15,0.47,182.78,-36.41,12780.16,1960.47,594.2,8775,-0.990436984097473,"Aug",0,"Low","Train"
1254137,"Fledgling period",306.06,0.27,1.62,921.55,139.1,20901.42,1381.57,122.78,2301.24,-0.970958165149591,"Aug",0,"Low","Test"
1866237,"Local movements",210.95,0.59,4.71,3445.68,17.25,5759.16,771.4,230.81,9155.95,-0.744111365391593,"Jan",2,"High","Train"
468185,"Dispersal/migration",379.85,-0.25,0.86,5139.89,475.09,24680.52,2146.9,380.42,14593.33,-0.965979312397975,"Aug",0,"Low","Train"
526265,"Local movements",225.36,0.03,0.29,302.64,-61.28,6084.96,8079.18,1049.49,1107.41,-0.38239691771268,"Apr",2,"High","Train"
332718,"Local movements",171.63,-0.22,0.86,6.07,51.2,12517.36,7523.36,257.67,3184.92,-0.513452812303959,"May",2,"High","Test"
699236,"Local movements",171.46,0.005326995,0.01,0,285.53,15564.29,6118.35,299.72,6492.59,-0.992616716705937,"Feb",2,"High","Train"
1065571,"Local movements",260.73,-0.0002821668,0.02,239.13,160,1534.48,5422.47,460.01,5234.44,-0.0223871099574771,"Jun",2,"High","Train"
936589,"Fledgling period",210.6,-0.01,0.03,20.24,142.63,6799.47,13164.31,1016.68,2651.61,-0.946557231763177,"Aug",0,"Low","Train"
1962794,"Local movements",179.53,0.03,0.19,132.02,-92.31,23052.89,5996.99,1256.33,714.5,-0.582977840307259,"Mar",2,"High","Test"
330533,"Local movements",234.22,-0.18,1.05,7196.16,2362.94,17340.31,1864.21,666.66,6595.06,-0.765867232434637,"Apr",0,"Low","Test"
1322009,"Local movements",404.45,0.38,1.79,1584.56,2683.09,9901.58,569.09,58.12,5743.22,-0.21079579943078,"Aug",2,"High","Test"
555064,"Local movements",168.97,0.01,0.45,159.61,144.5,1210.78,9891.81,231.82,12676.26,-0.288240632752882,"Dec",2,"High","Test"
1305496,"Fledgling period",238.07,-0.01,2.81,1143.34,215.8,15115.61,5850.81,0.91,1453.32,-0.994843903359459,"Aug",2,"High","Train"
604215,"Local movements",211.06,-0.05,0.24,55.66,-16.22,7905.38,15509.81,1473.84,2925.86,-0.88772925177875,"May",2,"High","Train"
874803,"Local movements",163.21,-0.02,0.42,2964.15,888.91,12780.6,437.21,896.74,6573.93,-0.704975769195658,"Sep",2,"High","Train"
